,.CSI716567,.dMICN00000NUS,.dMIEF00000NUS,.dMIEF00000PUS,.dMIEM00000PEU,.dMIEU00000GEU,.dMIEU00000NEU,.dMIEU0000VGUS,.dMIEU2D000PEU,.dMIIN00000NUS,.dMIWO00000GUS,.dMIWO0000VNUS,.dMIWO0HC00GUS,.IBOFAHPC0,.IBXXCS2,.MERER00,.MERER01,.MERG0O1,.MERHE4M,.MIEF000I0GUS,.MIWD0000vNUS,.MIWO0002GGUS,.MIWO0IV00GUS,.RAVTRI,.RLGNET,.SP5MVT,.SPGTCLTR,.SPGTINTR,.SPHYDAN,.SPX,.STOXX50ER,.SXXGR,.TOPXDVNET,.WTDGITR,.XNDX,.XNDXNNRL,SYBA.DE,SYBU.DE,.TFRURANLLU,EURIBOR1M,EURIBOR3M,PWHEAMTUSDM
2019-10-11,996.54,540.056,476.963,1011.544457,125.742071,256.014603,229.790932,11547.699,1011.443898,648.11,9185.377,9105.747,368.734018,,,,,,,1397.41,2291.06,,231.49,8625.958,,18506.3992,932.424,5520.1503,5564.9326,2970.27,7562.66,202.38,2298.05,440.17,9072.35,14038.58,64.27,99.192,1325.47,,,
2019-10-14,1007.39,542.461,479.752,1017.451464,125.389666,254.797207,228.698234,11452.991,1006.928515,648.566,9168.351,9081.231,368.784599,,,,,,,1405.78,2290.87,,231.54,8604.7832,,18449.335,926.0412,5494.057,5549.2082,2966.15,7533.73,201.39,,439.17,9070.56,14030.39,64.314,99.69,,,,
2019-10-15,1003.87,545.084,480.602,1019.247273,126.775531,257.49433,231.11909,11634.972,1017.972717,648.708,9258.302,9167.124,374.32514,,,,,,,1408.07,2312.28,,233.37,8677.332,,18585.3401,919.5765,5505.7947,5580.7614,2995.68,7623.54,203.62,2333.96,442.93,9186.82,14389.16,64.26,99.516,1343.36,,,
2019-10-16,999.26,547.269,482.887,1024.084521,126.776474,257.107457,230.771844,11648.061,1016.445568,652.863,9253.354,9171.51,374.000948,,,,,,,1414.26,2309.33,,232.08,8669.0342,,18557.288,912.9148,5509.2935,5582.2882,2989.69,7624.8,203.33,2350.25,441.53,9160.64,14306.21,64.134,99.184,1352.22,,,
2019-10-17,1000.48,548.46,484.967,1028.388589,126.567492,256.905731,230.590565,11714.864,1015.66175,664.132,9281.602,9195.802,377.046098,,,,,,,1420.71,2315.55,,230.81,8699.9404,,18627.3419,922.3613,5538.9834,5615.8865,2997.95,7602.29,203.15,2339.67,442.66,9186.01,14384.54,64.292,98.622,1348.79,,,
2019-10-18,986.98,541.918,483.028,1024.023283,126.145929,256.102057,229.869212,11728.551,1012.669765,668.819,9253.762,9193.436,375.749868,,,,,,,1416.25,2302.36,,227.7,8693.5586,,18613.0221,923.8336,5538.283,5636.1631,2986.2,7582.76,202.51,2336.54,441.86,9100.82,14116.82,64.166,98.39,1348.77,,,
2019-10-21,989.38,544.507,485.157,1028.506006,126.886355,257.703747,231.306838,11854.683,1019.33838,668.566,9313.224,9265.008,375.553889,,,,,,,1422.18,2316.57,,228.66,8760.9395,,18690.6265,932.6527,5553.1256,5667.6452,3006.72,7626.57,203.74,2346.06,444.5,9183.91,14371.86,63.95,98.198,1353.64,,,
2019-10-22,992.96,541.817,487.799,1034.076882,126.949755,258.036823,231.605797,11866.138,1020.310068,663.388,9292.099,9276.655,375.899779,,,,,,,1430.01,2312.24,,222.37,8779.793,,18594.5119,925.2936,5565.8683,5684.0741,2995.99,7636.6,203.94,,445.15,9107.9,14133.05,64.118,98.234,,,,
2019-10-23,986.45,538.115,486.366,1030.947137,126.849618,258.303331,231.842383,11904.394,1021.403548,665.018,9309.434,9302.092,377.789695,,,,,,,1426.16,2312.71,,222.83,8805.6553,,18566.8522,920.8492,5569.9681,5701.4397,3004.52,7640.98,204.17,2359.8,,9125.09,14185.48,64.21,98.454,1360.52,,,
2019-10-24,985.72,543.417,489.414,1037.408168,127.435132,259.897126,233.272908,11930.519,1027.371851,664.036,9340.641,9298.158,377.867601,,,,,,,1434.78,2327.36,,228.33,8784.5156,,18583.0558,920.7482,5582.3852,5678.976,3010.29,7671.65,205.39,2367.87,446.19,9214.57,14462.65,64.208,98.736,1366.78,,,
2019-10-25,993.43,544.088,488.676,1035.837798,127.593248,260.301624,233.632845,11918.521,1029.193422,664.988,9370.812,9321.247,379.217932,,,,,,,1432.27,2340.77,,229.27,8823.7305,,18558.8546,916.2017,5562.6062,5688.5243,3022.55,7678.67,205.73,2374.64,449.24,9286.85,14688.64,64.116,98.706,1369.83,,,
2019-10-28,1000.99,550.99,492.04,1042.968273,127.841705,260.877914,234.149541,11932.622,1031.219515,667.44,9407.303,9341.409,382.188257,,,,,,,1441.91,2358.12,,230.78,8850.4053,,18582.6531,919.1774,5548.3033,5703.462,3039.42,7680.82,206.24,2374.63,451.65,9381.06,14983.85,63.932,98.346,1364.56,,,
2019-10-29,997.07,548.224,492.401,1043.727427,127.723855,260.480663,233.792101,11917.931,1029.001361,678.35,9411.828,9362.672,385.821515,,,,,,,1442.77,2351.61,,229.84,8868.3574,,18620.5101,915.8938,5559.5216,5728.1887,3036.89,7673.18,205.92,2395.16,451.37,9308.01,14749.53,64.028,98.284,1378.68,,,
2019-10-30,992.38,546.469,491.368,1041.497726,127.706681,260.795819,234.065682,11864.215,1030.398654,681.936,9433.296,9359.641,388.939697,,,,,,,1439.76,2362.2,,231.96,8875.5205,,18715.2285,900.6585,5559.045,5731.0744,3046.77,7673.25,206.13,2399.87,452.35,9350.1,14881.11,64.076,98.386,1380.23,,,
2019-10-31,990.5,548.382,491.606,1041.980986,127.13717,259.376838,232.786511,11808.363,1025.289675,685.751,9418.381,9332.764,388.754723,,,,,,,1440.89,2360.26,,230.95,8834.9697,,18653.5363,902.641,5585.7759,5690.7174,3037.56,7641.69,205.15,2401.46,449.85,9351.57,14884.24,64.238,98.594,1391.36,-0.4555,-0.4129,
2019-11-01,1004.51,552.501,495.025,1049.189825,128.037813,261.1858,234.410025,11911.886,1032.154854,686.359,9497.083,9408.038,389.829897,,,,,,,1450.39,2379.62,,233.18,8940.0449,,18723.9848,904.2448,5635.001,5733.7593,3066.91,7682.67,206.54,2400.73,455.29,9441.03,15168.05,64.114,98.412,1390.23,,,157.528264259259
2019-11-04,1010.98,563.488,502.277,1064.54809,129.471699,263.81125,236.764373,12054.703,1041.900216,690.077,9536.855,9459.635,389.422763,,,,,,,1470.67,2391.98,,231.58,8992.9873,,18721.5837,899.9243,5620.8354,5782.5633,3078.27,7771.71,208.61,,457.54,9498.38,15349.55,63.912,98.468,,,,
2019-11-05,1017.47,567.758,505.426,1071.221386,129.848913,264.403365,237.29192,12034.585,1044.116193,689.108,9527.8,9469.494,386.025981,,,,,,,1478.89,2389.17,,228.76,8998.6719,,18677.7956,897.3934,5576.9852,5793.1047,3074.62,7796.61,209.04,2440.57,457.62,9497.86,15346.93,63.894,98.818,1399.71,,,
2019-11-06,1012.62,567.943,504.326,1068.865786,130.104308,264.963801,237.794889,12047.372,1045.664786,687.535,9537.159,9481.795,387.517817,,,,,,,1475.63,2390.1,,229.59,8998.3623,,18749.7992,892.1323,5556.7236,5790.8987,3076.78,7822.53,209.49,2440.98,458.4,9483.0,15296.55,63.934,98.798,1401.5,,,
2019-11-07,1014.26,573.418,506.581,1073.572493,130.764766,265.899485,238.633835,12070.262,1049.490203,690.096,9562.887,9505.957,388.158357,,,,,,,1481.62,2397.1,,231.88,9027.8242,,18773.9529,892.1862,5528.0921,5791.337,3085.18,7860.56,210.3,2446.29,460.76,9514.08,15392.31,63.568,98.772,1400.32,,,
2019-11-08,1009.52,570.445,502.466,1064.84594,130.448914,265.173904,237.979561,11982.028,1046.520825,678.685,9573.109,9516.092,391.130413,,,,,,,1470.29,2400.43,,232.53,9043.3496,,18809.0011,893.8743,5521.5778,5790.1154,3093.08,7845.67,209.72,2452.98,461.79,9556.25,15527.65,63.716,98.99,1406.29,,,
2019-11-11,992.44,559.803,496.822,1052.880778,130.338863,265.115895,237.924326,11997.243,1046.204171,675.899,9563.432,9496.699,390.364844,,,,,,,1454.1,2394.64,,233.37,9017.1289,,18731.2015,901.0387,5509.1973,5771.7014,3087.01,7839.65,209.69,2454.79,461.23,9540.07,15472.4,63.526,98.65,1408.04,,,
2019-11-12,993.66,563.116,498.255,1055.833248,130.84296,266.139371,238.842829,12037.015,1049.966057,675.899,9579.585,9507.735,391.872481,,,,,,,1458.1,2401.26,,233.85,9015.1992,,18745.2319,901.8077,5516.1409,5760.7386,3091.84,7872.28,210.5,2462.92,461.53,9565.93,15554.85,63.608,98.936,1412.44,,,
2019-11-13,993.04,555.109,492.6,1043.82704,130.233633,265.440452,238.20186,11925.886,1047.344265,666.797,9572.744,9486.201,392.500811,,,,,,,1442.03,2403.8,,234.78,9011.5498,,18814.5882,897.075,5535.1799,5759.0591,3094.04,7845.34,209.97,2449.45,461.75,9561.44,15539.26,63.72,99.464,1410.13,,,
2019-11-14,994.0,550.743,491.865,1042.254934,129.862547,264.534265,237.380544,11864.868,1043.15241,668.31,9563.161,9459.099,391.695513,,,,,,,1440.19,2401.17,,236.34,9013.5381,,18856.9838,902.1231,5523.0927,5761.3998,3096.63,7822.66,209.29,2426.53,462.53,9560.61,15534.24,63.75,99.662,1398.95,,,
2019-11-15,986.56,551.833,494.957,1048.79139,130.692254,265.581627,238.320397,11964.346,1047.55368,670.733,9638.165,9524.67,398.662024,,,,,,,1449.14,2422.98,,237.44,9072.4551,,19002.0347,907.695,5576.8665,5793.8836,3120.46,7871.03,210.14,2444.2,465.94,9628.0,15751.75,63.77,99.292,1406.65,,,
2019-11-18,994.26,556.259,496.531,1052.115052,130.475283,265.504366,238.245018,11980.87,1047.064775,670.992,9651.206,9529.429,398.821301,,,,,,,1453.52,2429.24,,238.14,9065.3336,,19053.2034,900.8608,5587.5714,5784.3667,3122.03,7856.83,210.13,2450.03,466.03,9643.17,15798.52,63.808,99.072,1410.12,,,
2019-11-19,1004.0,562.43,498.918,1057.157992,130.194394,265.167946,237.937813,11961.623,1045.371742,675.339,9647.879,9513.861,400.901205,,,,,,,1459.79,2433.99,,240.41,9045.3704,,19015.9506,903.8603,5589.3532,5777.8489,3120.18,7840.5,209.9,2444.3,464.56,9655.04,15836.53,63.774,99.204,1407.12,,,
2019-11-20,994.79,557.264,496.497,1052.000452,129.820338,264.045158,236.930325,11882.929,1040.98356,678.619,9607.063,9470.239,400.287784,,,,,,,1452.85,2421.42,,239.47,9018.3705,,18978.4154,897.3243,5582.1798,5753.877,3108.46,7813.6,209.02,2436.19,462.59,9595.64,15636.56,63.816,99.444,1400.54,,,
2019-11-21,991.08,552.67,492.999,1044.577178,129.435376,263.11305,236.091667,11879.531,1036.985496,676.391,9588.651,9468.926,400.828866,,,,,,,1442.74,2412.3,,238.06,9015.083,,18884.6788,896.5323,5561.0396,5733.9071,3103.54,7804.66,208.22,2433.7,462.03,9574.63,15567.19,63.658,99.42,1400.12,,,
2019-11-22,981.35,555.965,494.878,1048.546105,129.793997,264.317288,237.172232,11903.255,1041.828786,675.086,9603.638,9493.152,401.81461,,,,,,,1447.97,2416.21,,237.51,9046.1943,,18926.9988,896.9791,5552.2711,5756.0368,3110.29,7820.9,209.14,2436.53,463.03,9582.17,15590.73,63.862,99.808,1400.19,,,
2019-11-25,988.17,563.085,497.233,1053.471636,130.601089,267.020362,239.594104,11985.146,1052.449624,685.23,9675.25,9541.117,406.531688,,,,,,,1454.99,2440.42,,239.87,9103.0422,,18997.2867,911.1536,5557.5294,5792.0645,3133.64,7864.09,211.27,2453.27,466.48,9697.86,15964.52,63.85,100.09,1406.54,,,
2019-11-26,992.3,564.432,494.575,1047.835609,130.825685,267.145855,239.705918,11939.667,1053.47526,683.147,9692.942,9540.204,406.926876,,,,,,,1447.96,2446.23,,241.96,9109.8765,,19107.5839,914.9336,5573.3149,5804.0609,3140.52,7859.57,211.48,2457.23,467.77,9714.01,16016.63,63.934,100.145,1407.52,,,
2019-11-27,988.98,567.93,496.999,1052.927791,130.995249,267.980374,240.45472,11975.555,1056.482057,688.722,9727.102,9568.255,408.423661,,,,,,,1454.55,2455.26,,243.1,9142.3962,,19180.9098,926.0115,5581.2549,5827.8805,3153.63,7875.05,212.17,2464.82,469.32,9782.63,16241.67,63.88,100.18,1412.21,,,
2019-11-28,985.39,567.351,495.807,1050.391653,130.660306,267.678524,240.182529,11964.488,1054.715334,689.757,9724.067,9564.322,408.618258,,,,,,,1451.32,2455.45,,243.08,,,,927.1816,5565.0425,,,7857.29,211.94,2460.69,,,,63.798,100.23,,,,
2019-11-29,977.24,558.16,490.929,1040.045391,130.433588,266.428534,239.060938,11902.64,1050.265951,681.9,9685.175,9522.657,407.27058,,,,,,,1438.25,2445.04,,242.95,9103.7079,,19104.2305,929.9986,5542.7377,5792.2746,3140.98,7855.4,210.99,2448.15,467.47,9735.23,16082.3,63.822,99.988,1401.58,,,
2019-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.45,-0.4013,
2019-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.254640833333
2019-12-02,978.92,557.888,491.022,1040.215428,128.029437,262.306486,235.356737,11789.675,1033.715456,682.495,9618.692,9477.834,405.468397,,,,,,,1438.11,2425.48,,239.43,9046.9899,,18976.2571,929.5895,5499.4304,5757.1933,3113.87,7694.76,207.7,2469.96,463.75,9625.93,15718.31,63.446,98.978,1419.04,,,
2019-12-03,981.74,556.715,489.696,1037.378558,127.453636,260.511403,233.745524,11691.011,1027.469358,679.67,9562.713,9408.147,404.787045,,,,,,,1434.29,2411.61,,239.68,8978.4865,,18883.1619,935.2407,5499.6222,5722.3774,3093.2,7661.5,206.38,2458.77,459.69,9562.76,15511.12,63.756,99.45,1420.19,,,
2019-12-04,980.88,552.597,489.324,1036.566684,128.965225,263.531112,236.454312,11850.028,1039.239638,684.032,9615.661,9476.121,407.674173,,,,,,,1433.51,2427.14,,239.7,9043.6677,,19029.1634,940.8113,5520.0673,5765.9089,3112.76,7765.55,208.83,2453.79,462.83,9611.99,15669.15,63.624,99.248,1416.96,,,
2019-12-05,989.37,560.077,492.342,1042.846752,128.716701,263.164368,236.125018,11822.477,1037.823122,684.766,9630.686,9487.328,407.958874,,,,,,,1441.65,2435.11,,240.04,9061.2388,,19066.2622,937.7895,5535.527,5776.7797,3117.43,7740.31,208.56,2465.53,463.71,9627.88,15717.69,63.518,99.024,1424.6,,,
2019-12-06,996.63,565.245,495.233,1048.958219,130.108195,266.300752,238.932109,11923.089,1049.888636,678.873,9706.327,9563.204,409.917404,,,,,,,1449.96,2454.83,,241.13,9147.4951,,19191.1735,946.4786,5554.2584,5827.4959,3145.91,7835.33,211.01,2468.45,468.26,9730.98,16053.42,63.526,99.416,1427.71,,,
2019-12-09,995.49,563.597,496.253,1051.112086,129.564374,265.703116,238.395893,11929.762,1047.274294,682.262,9690.734,9557.052,407.581454,,,,,,,1452.91,2451.19,,240.51,9124.3606,,19155.1149,943.191,5560.5691,5821.4625,3135.96,7792.56,210.51,2481.01,466.97,9690.86,15918.28,63.688,99.238,1435.48,,,
2019-12-10,997.46,564.204,495.5,1049.501115,129.433341,265.049581,237.809525,11934.492,1044.738505,677.634,9678.753,9545.333,408.684105,,,,,,,1450.54,2448.96,,239.67,9117.0219,,19097.5709,938.4683,5569.5546,5804.7711,3132.52,7791.71,209.97,2479.13,466.08,9681.25,15885.61,63.618,98.986,1433.18,,,
2019-12-11,997.58,570.864,499.631,1058.229342,129.822124,265.665444,238.362093,11962.747,1047.095403,682.067,9701.467,9561.413,409.159675,,,,,,,1462.19,2460.62,,239.85,9128.0536,,19139.4885,947.3449,5620.7835,5815.4689,3141.63,7824.98,210.43,2470.76,467.38,9737.24,16068.45,63.802,99.096,1428.46,,,
2019-12-12,994.49,575.854,505.54,1070.710509,130.447191,266.548282,239.154199,12080.986,1050.704543,684.009,9763.06,9650.539,411.347488,,,,,,,1479.12,2476.32,,240.98,9230.6455,,19255.6736,954.7276,5616.4908,5872.0351,3168.57,7865.08,211.14,2467.69,472.17,9813.07,16316.48,63.594,98.64,1419.36,,,
2019-12-13,1012.75,585.313,513.205,1086.913406,131.145749,269.275551,241.600766,12255.662,1061.34386,691.798,9808.033,9679.346,412.075316,,,,,,,1500.59,2490.43,,243.45,9202.2673,,19299.695,962.1473,5657.5941,5834.3984,3168.8,7917.53,213.44,2506.82,471.94,9837.31,16396.04,63.816,98.856,1442.26,,,
2019-12-16,1019.54,586.879,513.699,1087.956211,132.563764,273.016072,244.956694,12433.244,1076.22753,688.046,9883.175,9750.232,416.422606,,,,,,,1502.53,2510.04,,244.38,9262.7118,,19443.5104,979.4442,5715.648,5872.3502,3191.45,8005.96,216.41,2502.33,474.47,9933.07,16712.44,63.724,98.564,1434.82,,,
2019-12-17,1032.88,595.593,520.627,1102.608551,131.985707,271.365829,243.47087,12383.953,1068.996419,694.476,9879.918,9751.801,416.449868,,,,,,,1521.61,2511.69,,243.73,9276.7362,,19433.9796,983.9747,5730.3654,5872.0426,3192.52,7949.91,214.98,2517.22,474.77,9939.29,16732.41,63.864,98.59,1444.49,,,
2019-12-18,1030.49,598.504,523.74,1109.183804,131.783251,271.06268,243.198584,12343.904,1067.486701,696.818,9866.404,9734.202,416.188764,,,,,,,1529.96,2511.39,,243.61,9269.2915,,19474.4638,980.9082,5744.5845,5866.9815,3191.14,7936.57,214.7,2504.54,473.67,9945.0,16750.67,63.642,98.59,1436.44,,,
2019-12-19,1029.2,596.542,527.4097,1106.628802,131.922064,271.560218,243.643809,12351.444,1069.182431,699.298,9898.084,9753.715,418.085746,,,,,,,1527.83,2521.79,,244.99,9294.8185,,19580.635,984.2226,5744.4569,5877.3803,3205.37,7936.94,215.07,2501.24,475.07,10015.31,16985.69,63.498,98.596,1438.3,,,
2019-12-20,1025.76,597.807,523.339,1107.643054,132.998074,273.699093,245.562808,12370.426,1078.282771,699.826,9937.382,9789.348,420.966577,,,,,,,1529.13,2534.18,,246.31,9343.8296,,19696.689,987.2603,5774.1064,5908.0177,3221.22,8016.31,216.8,2496.86,477.78,10059.83,17134.29,63.58,99.078,1433.95,,,
2019-12-23,1012.58,600.326,525.229,1111.638567,132.993962,273.606058,245.479094,12337.791,1077.540551,698.435,9941.094,9780.779,422.268216,,,,,,,1534.39,2538.51,,245.36,9339.7285,,19679.7869,994.7884,5756.4941,5902.5181,3224.01,8016.52,216.73,2491.6,477.71,10080.13,17200.51,63.54,98.906,1432.0,,,
2019-12-24,1020.55,599.831,524.023,1109.072887,133.011897,274.050258,245.87763,12365.855,1078.814173,694.74,9946.775,9784.397,422.259593,,,,,,,1531.14,2537.63,,245.93,9343.4717,,19681.2133,997.2662,5766.4814,5893.8073,3223.38,8011.69,217.08,2489.88,477.43,10084.44,17213.96,,,1431.66,,,
2019-12-25,1021.39,599.891,524.055,1109.140532,133.011897,274.050258,245.87763,12365.855,1078.814173,694.74,9944.152,9780.615,422.267787,,,,,,,1531.45,2537.49,,245.89,,,,,,,,,,2480.08,,,,,,,,,
2019-12-26,1030.02,601.991,529.78,1112.083892,133.008445,274.12025,245.940427,12382.305,1079.048714,690.528,9982.779,9803.549,422.070225,,,,,,,1536.04,2548.3,,246.91,9366.4549,,19754.3463,1001.5975,5779.699,5907.102,3239.91,,,2494.17,478.98,10175.86,17524.02,,,,,,
2019-12-27,1028.45,606.653,529.42,1118.671979,133.158856,274.54392,246.320543,12459.98,1081.016802,697.975,10004.055,9822.832,422.716188,,,,,,,1548.12,2555.71,,247.5,9360.7546,,19794.7625,1000.8402,5804.6123,5915.5361,3240.02,8028.41,217.54,2500.1,479.33,10167.36,17493.73,63.546,98.466,1434.85,,,
2019-12-30,1043.85,607.203,529.332,1118.421787,132.039831,272.142,244.164309,12413.903,1071.709859,698.262,9956.562,9785.474,420.308563,,,,,,,1548.88,2541.33,,245.05,9324.2744,,19709.7937,997.5727,5777.1636,5894.7612,3221.29,7956.69,215.69,2483.05,476.79,10096.92,17247.75,63.418,98.268,,,,
2019-12-31,1048.07,604.656,527.555,1114.659873,131.830856,271.953831,243.995485,12429.164,1070.574832,692.267,9979.034,9812.394,421.266702,,,,,,,1544.44,2544.38,,245.78,9358.6277,,19776.4113,999.3383,5783.2164,5908.8331,3230.78,7949.64,215.52,,477.72,10123.98,17339.23,,,,-0.4529,-0.3947,
2020-01-01,,604.656,527.547,1114.635484,131.830856,271.953831,243.995485,12429.164,1070.574832,693.168,9979.062,9812.408,421.266702,,,,,,,1544.55,2544.41,,245.78,,,,,,,,,,,,,,,,,,,178.241777301587
2020-01-02,1061.18,619.182,533.903,1128.012082,133.473068,274.478349,246.259444,12540.93,1080.64954,698.685,10053.778,9857.395,421.984094,,,,,,,1562.41,2568.41,,248.56,9385.1318,,19820.4325,1014.8321,5757.4865,5893.3444,3257.85,8051.71,217.54,,480.26,10287.29,17894.58,63.524,98.422,,,,
2020-01-03,1059.19,616.018,531.948,1123.865243,132.872939,273.766003,245.619678,12456.401,1076.97726,693.007,10000.213,9797.767,419.379263,,,,,,,1556.3,2552.57,,247.23,9327.8766,,19733.8528,1010.3196,5749.3333,5865.5596,3234.85,8009.53,216.82,,476.87,10196.49,17577.66,63.776,98.79,,,,
2020-01-06,1057.18,612.341,526.601,1112.528769,132.163925,272.803695,244.74261,12450.31,1072.773662,678.314,10006.639,9789.867,420.442791,,,,,,,1539.74,2553.69,,247.8,9335.0655,,19800.1943,1009.6696,5750.4563,5862.3776,3246.28,7969.01,215.98,2448.62,477.31,10259.81,17793.02,63.622,98.668,1422.02,,,
2020-01-07,1065.65,616.436,528.169,1115.836349,132.515556,273.396986,245.274874,12421.899,1074.882698,682.478,9998.514,9772.441,420.106928,,,,,,,1544.45,2550.55,,247.12,9307.4848,,19727.9421,1008.2225,5741.9881,5836.7953,3237.18,7983.29,216.52,2488.38,475.54,10258.51,17786.37,63.682,99.072,1440.97,,,
2020-01-08,1052.8,612.697,526.078,1111.398985,132.955334,273.895805,245.722383,12417.642,1076.323343,682.933,10017.769,9770.332,421.72695,,,,,,,1537.5,2563.79,,250.03,9325.3669,,19795.5922,1011.8585,5750.7399,5854.5289,3253.05,8011.57,216.88,2454.26,478.17,10334.95,18050.45,63.51,99.248,1421.1,,,
2020-01-09,1067.53,624.208,534.617,1129.370399,133.648432,274.623937,246.375619,12399.959,1079.345162,698.711,10074.329,9801.249,424.31516,,,,,,,1562.67,2586.22,,252.86,9362.2954,,19882.3255,1017.474,5772.1913,5868.1704,3274.7,8063.46,217.57,2494.14,481.1,10424.7,18362.79,63.424,99.064,1432.73,,,
2020-01-10,1067.24,626.453,536.634,1133.631657,133.538576,274.271502,246.059436,12388.777,1077.614475,703.011,10064.883,9781.087,425.372365,,,,,,,1568.66,2590.16,,253.27,9325.8867,,19863.4925,1020.7244,5797.8815,5847.4667,3265.35,8049.94,217.31,2502.95,479.78,10398.04,18267.82,63.6,99.27,1438.09,,,
2020-01-13,1078.92,636.511,541.544,1144.002121,133.310366,273.775469,245.614425,12366.767,1075.858938,708.472,10109.888,9809.709,423.772391,,,,,,,1582.89,2608.88,,255.91,9378.9405,,19960.9421,1031.5456,5818.0469,5892.5189,3288.13,8029.03,216.92,,482.96,10518.65,18688.57,63.404,98.998,,,,
2020-01-14,1074.58,632.195,541.482,1143.863393,133.420377,274.566421,246.32185,12358.341,1079.022423,711.255,10111.609,9821.963,426.013892,,,,,,,1583.42,2607.98,,254.93,9392.3164,,19958.4723,1041.765,5842.2342,5890.5838,3283.15,8019.39,217.55,2510.71,483.26,10475.48,18534.13,63.456,99.248,1438.08,,,
2020-01-15,1070.33,630.158,538.7,1137.983076,133.220489,274.666989,246.410731,12331.147,1079.044787,712.095,10126.898,9814.367,429.893321,,,,,,,1576.07,2617.28,,257.5,9393.3791,,20022.5911,1042.2558,5884.1142,5901.4013,3289.29,8007.4,217.58,2497.04,484.13,10478.09,18542.31,63.508,99.12,1430.79,,,
2020-01-16,1067.64,631.42,539.948,1140.620883,133.495567,275.274054,246.954371,12349.939,1081.454368,711.731,10187.137,9862.838,431.244597,,,,,,,1579.96,2633.83,,260.0,9465.6588,,20183.1639,1049.2045,5908.9986,5956.7558,3316.81,8018.39,218.07,2493.66,487.86,10581.68,18907.91,63.56,99.28,1427.0,,,
2020-01-17,1068.21,635.955,542.918,1146.828989,134.577097,277.900373,249.310499,12388.516,1091.351285,712.353,10226.828,9892.571,432.226247,,,,,,,1588.25,2646.57,,261.91,9483.9781,,20286.4578,1057.8389,5925.949,5950.373,3329.62,8090.88,220.15,2503.36,489.7,10638.19,19108.82,63.476,99.696,1431.96,,,
2020-01-20,1077.42,633.511,542.38,1145.677791,134.472872,277.548669,248.983622,12364.574,1090.15161,706.163,10225.178,9892.616,432.176966,,,,,,,1586.82,2644.16,,262.0,,,,1057.9821,5927.0138,,,8073.99,219.89,2515.95,,,,63.598,99.808,,,,
2020-01-21,1060.92,615.341,533.469,1126.849875,134.0065,277.105498,248.586062,12332.276,1088.956537,702.237,10201.001,9853.581,432.730557,,,,,,,1561.92,2637.33,,262.48,9440.2001,,20287.2171,1059.1688,5901.7244,5928.5645,3320.79,8052.95,219.58,2502.69,487.73,10629.95,19074.94,63.746,99.936,1430.73,,,
2020-01-22,1067.46,621.803,536.577,1133.402875,133.546393,276.841547,248.349277,12269.18,1088.174661,699.855,10205.19,9847.214,432.999959,,,,,,,1570.8,2643.62,,264.01,9439.4581,,20308.8559,1054.9926,5910.4623,5937.545,3321.75,8011.86,219.4,2515.91,488.14,10655.4,19165.22,63.778,100.06,1438.39,,,
2020-01-23,1034.63,608.422,531.275,1122.193585,132.581447,274.975106,246.674501,12157.109,1080.483528,703.636,10188.342,9818.256,430.903519,,,,,,,1556.48,2638.06,,264.36,9444.5516,,20332.9666,1054.5512,5912.3479,5936.5174,3325.54,7941.85,217.84,2496.24,488.35,10688.35,19282.65,63.966,100.725,1434.24,,,
2020-01-24,,604.83,529.958,1119.387236,133.880353,277.285173,248.746815,12219.182,1089.312105,707.219,10142.924,9764.64,425.959468,,,,,,,1552.98,2626.41,,263.1,9359.7848,,20194.8632,1061.9205,5924.5992,5879.4022,3295.47,8031.77,219.71,2496.16,483.94,10600.78,18965.6,64.02,101.015,1433.49,,,
2020-01-27,,598.499,522.193,1102.976825,130.606088,271.049022,243.152492,11927.543,1064.671367,700.78,9976.861,9615.733,421.707815,,,,,,,1530.74,2580.1,,258.72,9230.1036,,19956.178,1038.8191,5865.7439,5817.9811,3243.63,7816.43,214.75,2455.96,476.31,10381.27,18176.99,64.358,101.265,1410.17,,,
2020-01-28,,602.822,521.601,1101.718541,132.049479,273.303641,245.175064,12034.124,1073.444316,697.424,10046.553,9664.279,423.824733,,,,,,,1528.58,2600.94,,261.66,9298.2133,,20100.6626,1056.9819,5904.3235,5847.7945,3276.24,7904.39,216.56,2441.1,480.71,10542.17,18739.44,64.182,101.4,1398.36,,,
2020-01-29,,593.399,519.611,1097.514231,132.589921,274.403482,246.161709,12071.757,1077.548861,701.288,10050.919,9645.48,424.051497,,,,,,,1522.86,2604.44,,261.15,9259.5227,,20046.553,1058.7318,5906.1169,5816.9688,3273.4,7940.81,217.52,2452.17,479.67,10554.56,18782.43,64.388,101.565,1404.21,,,
2020-01-30,,579.961,507.907,1072.789262,131.116582,271.650516,243.68998,11976.287,1067.361863,692.726,10045.82,9647.452,421.047445,,,,,,,1487.59,2595.52,,262.6,9301.3554,,20131.9233,1046.02,5903.2487,5846.8531,3283.66,7843.93,215.33,2415.99,480.34,10595.67,18926.48,64.408,101.505,1383.07,,,
