,.CSI716567,.dMICN00000NUS,.dMIEF00000NUS,.dMIEF00000PUS,.dMIEM00000PEU,.dMIEU00000GEU,.dMIEU00000NEU,.dMIEU0000VGUS,.dMIEU2D000PEU,.dMIIN00000NUS,.dMIWO00000GUS,.dMIWO0000VNUS,.dMIWO0HC00GUS,.IBOFAHPC0,.IBXXCS2,.MERER00,.MERER01,.MERG0O1,.MERHE4M,.MIEF000I0GUS,.MIWD0000vNUS,.MIWO0002GGUS,.MIWO0IV00GUS,.RAVTRI,.RLGNET,.SP5MVT,.SPGTCLTR,.SPGTINTR,.SPHYDAN,.SPX,.STOXX50ER,.SXXGR,.TOPXDVNET,.WTDGITR,.XNDX,.XNDXNNRL,SYBA.DE,SYBU.DE,.TFRURANLLU,EURIBOR1M,EURIBOR3M,PWHEAMTUSDM
2013-12-31,,390.268,410.500991,1002.69277,102.32,178.099,165.542,11210.35,,436.52,6048.181,6958.657,230.1,,,,,,,1188.26,1366.83,,104.08,5599.4,,,770.8737,,,1848.36,5625.37,139.12,,,3881.55,3439.77,,,,0.2144,0.2735,
2014-01-01,,390.268,410.488232,1002.661604,102.32,178.099,165.542,11210.35,,436.306,6048.275,6958.657,230.1,,,,,,,1188.27,1366.8,,104.08,,,,,,,,5625.37,,,,,,,,,,,229.980359365079
2014-01-02,,389.552,405.661384,990.7881195,101.012,176.681,164.223,11012.07,,428.969,5991.073,6886.98,228.201,,,,,,,1175.36,1353.71,,103.06,5548.46,,,787.7921,,,1831.98,5536.59,138.09,,,3851.7,3386.3,54.85,75.69,,,,
2014-01-03,,380.809,401.042303,979.4870224,101.54,177.637,165.112,11023.9,,429.777,5994.35,6895.288,228.968,,,,,,,1163.51,1351.15,,103.3,5559.54,,,791.202,,,1831.37,5562.83,138.86,,,3824.86,3339.05,54.91,75.96,,,,
2014-01-06,,376.426,398.163032,972.4199739,101.439,177.24,164.743,11025.44,,427.916,5976.585,6882.345,228.386,,,,,,,1155.43,1346.78,,102.8,5551.8,,,787.0882,,,1826.77,5553.29,138.58,1671.12,,3812.14,3316.68,54.97,75.9,,,,
2014-01-07,,374.651,397.779528,971.4833561,102.536,178.553,165.963,11103.42,,425.113,6000.258,6908.609,230.197,,,,,,,1154.9,1352.32,,103.89,5582.63,,,792.7094,,,1837.88,5628.93,139.61,1659.6,,3845.58,3374.8,55.06,76.12,,,,
2014-01-08,,379.208,398.471433,973.1731718,102.687,178.737,166.134,11101.48,,427.317,6010.408,6909.699,231.851,,,,,,,1157.44,1351.18,,103.89,5580.65,,,794.7687,,,1837.49,5628.39,139.76,1689.33,,3856.1,3393.18,55.03,76.17,,,,
2014-01-09,,374.427,394.35821,963.1108426,102.184,177.984,165.434,11050.13,,427.819,5996.579,6895.69,232.79,,,,,,,1146.2,1346.29,,103.86,5583.58,,,794.453,,,1838.13,5591.46,139.19,1677.07,,3839.93,3364.67,54.99,76.01,,,,
2014-01-10,,375.193,397.240341,970.1496502,102.618,178.8,166.192,11166.48,,430.227,6028.418,6931.23,234.354,,,,,,,1154.18,1353.5,,103.65,5593.21,,,797.2004,,,1842.37,5616.6,139.85,1679.31,,3853.44,3388.31,55.08,75.88,,,,
2014-01-13,,376.277,400.232731,977.4245031,103.071,179.218,166.581,11173.16,,439.372,5993.431,6896.982,232.948,,,,,,,1162.66,1342.58,,101.91,5532.46,,,794.0143,,,1819.2,5632.17,140.18,,,3796.93,3288.78,55.16,76.31,,,,
2014-01-14,,374.694,399.355629,975.2824964,103.227,179.513,166.854,11230.63,,438.038,6016.533,6916.622,234.802,,,,,,,1159.98,1352.91,,102.99,5584.45,,,793.3543,,,1838.88,5645.91,140.4,1641.28,,3870.27,3415.77,55.19,76.09,,,,
2014-01-15,,376.877,400.436998,977.8000643,104.711,181.375,168.586,11299.95,,443.066,6047.049,6957.219,235.005,,,,,,,1163.17,1356.77,,103.75,5613.73,,,798.7246,,,1848.38,5739.06,141.85,1674.18,,3901.9,3471.52,55.19,76.44,,,,
2014-01-16,,376.945,399.116826,974.5749887,104.383,181.18,168.404,11291.8,,442.62,6044.7,6954.287,235.797,,,,,,,1159.84,1356.46,,103.68,5600.35,,,807.808,,,1845.89,5705.45,141.63,1674.02,,3903.46,3474.25,55.27,76.53,,,,
2014-01-17,,377.661,398.168095,972.1954142,104.566,182.156,169.311,11334.38,,438.786,6037.419,6947.475,235.822,,,,,,,1157.31,1353.05,,104.52,5575.74,,,810.347,,,1838.7,5712.5,142.4,1677.9,,3881.8,3435.69,55.35,76.85,,,,
2014-01-20,,373.22,397.605959,970.7515559,104.46,181.991,169.157,11316.08,,441.506,6036.685,6945.607,236.02,,,,,,,1155.69,1353.96,,104.48,,,,807.6594,,,,5710.83,142.27,1673.34,,,,55.4,76.9,,,,
2014-01-21,,376.241,397.57637,970.679316,104.375,182.177,169.329,11288.39,,438.926,6045.46,6943.162,237.003,,,,,,,1155.57,1357.45,,104.2,5590.06,,,804.5195,,,1843.8,5710.65,142.38,1676.04,,3910.4,3486.06,55.38,76.93,,,,
2014-01-22,,379.701,399.924921,976.4018108,104.283,182.356,169.496,11316.31,,440.927,6054.233,6948.29,237.357,,,,,,,1161.56,1358.32,,103.9,5597.54,,,808.4023,,,1844.86,5707.39,142.53,1680.79,,3921.23,3505.31,55.33,76.87,,,,
2014-01-23,,374.072,394.81206,963.9105595,103.356,180.539,167.807,11319.51,,440.39,6013.308,6903.322,236.471,,,,,,,1147.77,1349.0,,102.99,5540.81,,,797.229,,,1828.46,5645.46,141.09,1665.13,,3906.13,3478.27,55.37,76.27,,,,
2014-01-24,,368.307,389.045277,949.8312966,100.612,176.266,163.836,11061.55,,431.487,5896.41,6778.022,231.271,,,,,,,1131.52,1324.25,,100.27,5422.85,,,773.3445,,,1790.29,5484.49,137.73,1635.49,,3828.01,3339.09,55.43,76.54,,,,
2014-01-27,,359.05,381.642883,931.6391691,100.021,174.81,162.482,10976.72,,418.125,5847.664,6728.514,229.172,,,,,,,1110.17,1313.67,,98.74,5398.98,,,755.3866,,,1781.56,5459.9,136.57,1589.74,,3792.92,3277.73,55.43,76.54,,,,
2014-01-28,,359.438,382.812713,934.0917073,100.847,175.885,163.481,11041.3,,421.219,5871.114,6758.176,231.18,,,,,,,1113.86,1315.43,,99.76,5440.28,,,770.4238,,,1792.5,5503.32,137.5,1583.39,,3789.35,3271.51,55.48,76.49,,,,
2014-01-29,,365.815,383.895205,936.6672051,100.189,174.957,162.603,10968.87,,422.838,5844.175,6736.898,229.922,,,,,,,1117.07,1304.9,,99.02,5388.64,,,770.6795,,,1774.2,5459.49,136.78,1624.67,,3748.78,3201.2,55.53,76.66,,,,
2014-01-30,,364.116,383.77466,936.3730871,100.483,175.427,163.038,10962.66,,417.942,5858.304,6745.072,233.1,,,,,,,1116.59,1310.47,,100.14,5442.55,,,771.1395,,,1794.19,5488.22,137.18,1583.17,,3818.77,3320.61,55.6,77.28,,,,
2014-01-31,,364.125,383.844989,936.5266037,99.969,174.971,162.614,10846.27,,419.946,5825.527,6702.98,231.582,,,,,,,1116.88,1305.93,,98.69,5399.12,,,775.0203,,,1782.59,5464.05,136.84,1578.71,,3807.43,3300.84,55.16,77.17,,0.2242,0.292,
2014-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.798281578947
2014-02-03,,364.146,379.902331,926.7403643,98.566,172.618,160.427,10706.75,,413.698,5728.824,6589.902,228.483,,,,,,,1106.3,1284.05,,96.9,5275.33,,,756.7155,,,1741.89,5373.4,135.01,1547.26,,3719.41,3148.08,55.18,77.11,,,,
2014-02-04,,351.196,376.213553,917.7351729,98.529,172.225,160.061,10669.76,,413.217,5721.737,6573.163,228.812,,,,,,,1096.37,1285.63,,97.02,5312.51,,,747.5171,,,1755.2,5370.73,134.75,1473.47,,3751.78,3202.69,55.17,77.31,,,,
2014-02-05,,350.534,375.732698,916.5621747,98.597,172.486,160.302,10705.19,,415.626,5731.751,6583.358,228.482,,,,,,,1094.99,1284.25,,96.98,5302.82,,,744.2262,,,1751.64,5371.83,134.96,1503.69,,3736.3,3175.72,55.2,76.98,,,,
2014-02-06,,352.883,381.176367,929.80473,100.312,175.005,162.644,10910.03,,416.865,5807.377,6665.594,229.597,,,,,,,1110.16,1301.17,,98.57,5369.73,,,759.0028,,,1773.43,5459.37,136.97,1503.34,,3785.3,3257.48,55.1,76.46,,,,
2014-02-07,,358.384,384.260448,937.2978761,101.075,176.266,163.816,11013.13,,418.896,5877.138,6740.357,233.326,,,,,,,1119.16,1317.54,,99.98,5428.62,,,780.0572,,,1797.02,5509.6,137.95,1537.97,,3854.9,3377.22,55.23,76.53,,,,
2014-02-10,,358.436,383.56827,935.5020792,101.043,176.382,163.923,11033.63,,417.186,5895.445,6756.429,235.209,,,,,,,1117.95,1321.27,,99.78,5432.5,,,785.9807,,,1799.84,5498.78,138.04,1557.55,,3876.77,3415.39,55.19,76.41,,,,
2014-02-11,,364.976,387.423579,944.7506577,102.442,178.7,166.078,11208.23,,418.258,5960.222,6834.783,238.006,,,,,,,1128.53,1336.32,,100.79,5496.01,,,785.2206,,,1819.75,5579.58,139.83,,,3920.2,3491.57,55.18,76.14,,,,
2014-02-12,,369.456,390.930538,953.2961821,103.002,180.086,167.361,11246.45,,420.527,5974.522,6852.28,238.112,,,,,,,1138.58,1338.96,,101.39,5495.79,,,792.095,,,1819.26,5611.87,140.94,1577.37,,3926.62,3502.79,55.1,76.53,,,,
2014-02-13,,366.874,387.908602,945.8343218,103.163,179.838,167.131,11301.29,,413.794,5994.897,6874.678,240.01,,,,,,,1130.38,1344.25,,101.97,5529.18,,,796.6933,,,1829.83,5617.42,140.72,1551.67,,3961.55,3565.02,55.21,76.18,,,,
2014-02-14,,369.23,392.619094,957.309735,103.827,180.805,168.029,11372.97,,418.733,6020.447,6910.043,241.276,,,,,,,1143.15,1352.61,,102.65,5566.34,,,794.8065,,,1838.63,5655.68,141.5,1531.08,,3966.34,3573.53,55.2,76.04,,,,
2014-02-17,,374.904,395.502472,964.2898161,103.945,181.46,168.638,11428.77,,420.911,6033.526,6925.671,241.539,,,,,,,1151.35,1355.12,,102.67,,,,799.8998,,,,5655.43,142.03,1541.73,,,,55.25,75.97,,,,
2014-02-18,,373.875,393.299221,958.871084,103.844,181.505,168.68,11485.19,,422.435,6059.611,6949.869,243.709,,,,,,,1145.29,1355.91,,102.92,5577.8,,,806.1936,,,1840.76,5652.75,142.04,1583.07,,3985.73,3606.88,55.31,75.81,,,,
2014-02-19,,374.008,393.466455,959.0880311,103.919,181.823,168.975,11510.7,,424.856,6040.905,6933.884,243.065,,,,,,,1146.1,1351.07,,102.6,5537.19,,,800.8892,,,1828.75,5658.85,142.28,1575.99,,3956.93,3554.71,55.31,75.84,,,,
2014-02-20,,369.635,390.011862,950.6174195,103.824,181.747,168.904,11483.33,,421.199,6045.039,6942.846,244.19,,,,,,,1136.45,1352.76,,102.81,5572.22,,,798.1324,,,1839.78,5660.28,142.22,1545.0,,3977.72,3591.95,55.21,75.97,,,,
2014-02-21,,370.372,393.576103,959.2554686,104.22,182.441,169.549,11569.02,,426.181,6059.546,6960.135,244.794,,,,,,,1146.42,1355.1,,102.76,5565.66,,,805.7561,,,1836.25,5678.56,142.77,1580.89,,3967.62,3573.65,55.3,75.85,,,,
2014-02-24,,365.784,393.237762,958.4221418,104.968,183.564,170.593,11605.46,,427.472,6090.998,6989.259,246.449,,,,,,,1145.51,1361.49,,103.39,5605.21,,,818.1717,,,1847.61,5725.06,143.66,1576.7,,3992.76,3618.79,55.28,75.63,,,,
2014-02-25,,364.05,392.067959,955.5440846,104.987,183.6,170.624,11597.45,,428.879,6095.253,6986.789,246.718,,,,,,,1142.33,1363.45,,103.5,5589.4,,,817.7602,,,1845.12,5725.35,143.76,1595.57,,3985.58,3605.7,55.35,75.84,,,,
2014-02-26,,367.426,392.373246,956.2644078,104.612,183.251,170.3,11515.88,,430.828,6079.656,6965.891,246.518,,,,,,,1143.51,1361.97,,103.71,5592.4,,,819.2188,,,1845.16,5708.51,143.48,1585.2,,3983.02,3600.9,55.47,76.45,,,,
2014-02-27,,373.769,395.244569,963.2273219,104.252,183.066,170.085,11519.42,,430.828,6094.493,6978.329,247.391,,,,,,,1151.33,1367.68,,104.19,5615.04,,,832.1481,,,1854.29,5684.48,143.38,1574.85,,4008.15,3646.29,55.6,76.31,,,,
2014-02-28,,373.681,396.560239,966.4207696,104.723,183.373,170.371,11638.88,,434.34,6120.254,7013.642,248.017,,,,,,,1155.36,1372.23,,104.22,5633.69,,,835.4311,,,1859.45,5710.4,143.73,1567.48,,4004.14,3638.94,55.47,75.77,,0.2239,0.2881,
2014-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.612493968254
2014-03-03,,368.671,390.12456,950.6841864,101.722,179.262,166.551,11357.51,,429.758,6047.948,6933.84,244.636,,,,,,,1138.15,1356.93,,102.89,5593.13,,,830.8148,,,1845.73,5537.71,140.47,1548.21,,3974.67,3584.91,55.6,76.19,,,,
2014-03-04,,370.124,392.395011,956.1918422,104.234,182.913,169.943,11558.52,,434.208,6129.976,7023.507,249.034,,,,,,,1144.75,1375.39,,104.63,5682.33,,,850.2481,,,1873.91,5687.01,143.36,1557.72,,4030.53,3685.63,55.61,76.17,,,,
2014-03-05,,367.521,393.639934,959.1844025,104.292,182.906,169.935,11563.11,,437.483,6135.859,7027.765,248.554,,,,,,,1149.08,1374.18,,104.37,5682.07,,,848.8731,,,1873.81,5687.12,143.38,1569.09,,4038.45,3700.02,55.67,76.15,,,,
2014-03-06,,370.051,398.22378,970.2666119,104.756,183.101,170.075,11645.6,,445.292,6163.462,7059.407,247.963,,,,,,,1162.53,1378.05,,104.69,5699.78,,,862.541,,,1877.03,5702.65,143.57,1589.09,,4031.73,3687.63,55.52,75.34,,,,
2014-03-07,,369.742,396.783393,966.7205189,103.287,180.797,167.932,11498.84,,452.352,6145.859,7041.006,246.726,,,,,,,1158.36,1376.04,,104.84,5711.44,,,860.5707,,,1878.04,5613.38,141.78,1600.32,,4012.74,3652.83,55.54,75.05,,,,
2014-03-10,,362.331,392.035944,955.0247008,103.04,179.936,167.132,11459.21,,453.887,6129.106,7022.041,247.171,,,,,,,1145.37,1372.7,,104.28,5707.13,,,852.0294,,,1877.17,5608.81,141.07,1588.21,,4016.11,3658.69,55.61,74.96,,,,
2014-03-11,,362.449,392.409144,955.8854025,103.038,179.948,167.143,11451.52,,451.564,6113.448,7003.787,246.744,,,,,,,1147.08,1371.07,,104.29,5667.53,,,854.7826,,,1867.63,5608.38,141.11,1595.45,,4000.02,3629.34,55.58,75.05,,,,
2014-03-12,,356.359,387.800899,944.6312783,101.998,178.175,165.497,11378.76,,450.298,6091.955,6981.679,246.045,,,,,,,1133.93,1367.6,,103.94,5674.25,,,846.0136,,,1868.2,5559.25,139.73,1561.47,,4017.22,3660.31,55.63,74.97,,,,
2014-03-13,,354.071,387.218861,943.190532,100.598,176.279,163.736,11273.15,,447.107,6041.7,6931.612,243.319,,,,,,,1132.87,1354.59,,102.36,5618.62,,,833.4811,,,1846.34,5475.98,138.26,1556.97,,3957.09,3550.63,55.71,75.18,,,,
2014-03-14,,350.256,384.973913,937.6945221,100.025,175.058,162.601,11184.5,,447.277,6003.225,6889.94,241.917,,,,,,,1126.14,1348.77,,101.73,5613.5,,,816.2174,,,1841.13,5448.95,137.29,1506.82,,3931.49,3504.63,55.71,75.19,,,,
2014-03-17,,349.071,387.267752,943.2218022,101.445,176.929,164.336,11319.01,,447.277,6050.38,6943.575,243.732,,,,,,,1132.44,1360.52,,103.37,5662.34,,,822.0702,,,1858.83,5529.74,138.83,1494.19,,3969.16,3571.57,55.7,75.03,,,,
2014-03-18,,352.297,391.080889,952.4766566,102.303,178.08,165.405,11378.88,,448.766,6092.769,6990.11,246.253,,,,,,,1143.17,1371.14,,104.26,5702.11,,,828.6153,,,1872.25,5574.29,139.73,1508.44,,4017.04,3657.69,55.72,75.12,,,,
2014-03-19,,352.094,390.312697,950.5940055,102.31,177.942,165.274,11363.38,,449.346,6065.883,6958.771,245.882,,,,,,,1141.37,1364.44,,103.17,5673.25,,,839.6191,,,1860.77,5579.02,139.62,1506.35,,3991.15,3610.43,55.65,75.04,,,,
2014-03-20,,346.158,386.275571,940.6996441,102.556,178.04,165.357,11260.89,,445.647,6052.576,6951.641,244.8,,,,,,,1129.61,1361.87,,103.64,5712.63,,,829.2348,,,1872.01,5601.75,139.66,1482.6,,4003.32,3632.41,55.53,75.4,,,,
2014-03-21,,351.836,388.028088,944.962202,102.69,178.33,165.605,11286.05,,447.82,6049.916,6961.431,242.658,,,,,,,1134.38,1358.18,,102.84,5716.15,,,820.9195,,,1866.52,5615.52,139.83,,,3959.0,3551.97,55.61,75.44,,,,
2014-03-24,,359.788,391.880722,953.9025725,101.309,176.522,163.916,11168.79,,454.319,6023.25,6941.302,239.319,,,,,,,1144.15,1355.45,,102.7,5694.68,,,818.6119,,,1857.44,5539.32,138.37,1504.69,,3920.33,3482.38,55.69,75.59,,,,
2014-03-25,,356.614,393.76709,958.4852367,102.655,178.804,166.035,11308.14,,456.875,6059.188,6994.234,241.38,,,,,,,1148.85,1362.69,,103.36,5722.69,,,814.9092,,,1865.62,5618.66,140.15,1505.54,,3933.7,3506.08,55.73,75.64,,,,
2014-03-26,,360.3,397.785363,968.2290702,103.787,180.073,167.207,11402.4,,459.442,6054.943,6997.882,241.755,,,,,,,1160.1,1360.28,,102.41,5682.98,,,808.8076,,,1852.56,5679.51,141.19,1516.37,,3883.08,3415.72,55.8,75.17,,,,
2014-03-27,,359.015,400.710202,975.2857958,103.872,180.4,167.501,11374.13,,461.485,6056.011,7000.335,241.479,,,,,,,1167.22,1358.5,,101.5,5677.85,,,820.6223,,,1849.04,5685.99,141.42,1534.54,,3861.91,3378.29,55.9,76.18,,,,
2014-03-28,,364.636,404.680657,984.9058543,105.036,181.752,168.757,11474.01,,469.594,6088.276,7047.653,241.452,,,,,,,1178.11,1366.33,,101.58,5710.07,,,824.3858,,,1857.62,5756.18,142.43,1547.08,,3870.96,3394.08,55.88,75.96,,,,
2014-03-31,,367.379,408.732699,994.6526834,104.982,182.001,168.986,11510.21,,472.152,6132.592,7101.305,243.877,,,,,,,1189.71,1375.55,,102.87,5763.0,,,828.3098,,,1872.34,5738.78,142.69,1568.42,,3897.72,3440.59,55.87,75.8,,0.2318,0.3053,
2014-04-01,,370.629,411.281281,1000.788438,105.855,183.061,169.968,11596.7,,473.965,6169.036,7130.367,244.67,,,,,,,1197.46,1385.62,,103.38,5792.88,,,834.4912,,,1885.52,5783.67,143.57,1570.2,,3966.59,3562.13,55.83,75.62,,,,276.382361269841
2014-04-02,,370.169,413.020884,1004.968016,105.846,183.381,170.265,11589.19,,475.698,6183.726,7145.675,245.239,,,,,,,1203.02,1387.6,,103.35,5811.4,,,837.0016,,,1890.9,5785.7,143.84,1579.46,,3974.86,3576.97,55.76,75.73,,,,
2014-04-03,,370.922,411.311702,1000.169109,106.306,183.637,170.49,11560.54,,471.659,6175.694,7143.844,244.396,,,,,,,1198.37,1384.57,,102.97,5812.97,,,824.7987,,,1888.77,5820.74,144.01,1586.52,,3944.05,3521.42,55.83,76.05,,,,
2014-04-04,,368.59,412.088175,1002.0443,107.017,184.754,171.524,11623.05,,468.683,6143.895,7127.595,241.777,,,,,,,1200.82,1371.36,,101.31,5756.92,,,822.9555,,,1865.09,5863.53,144.88,1585.38,,3837.58,3331.24,56.01,76.32,,,,
2014-04-07,,368.674,413.077094,1004.152647,105.654,182.517,169.442,11523.15,,470.228,6081.985,7066.152,239.183,,,,,,,1202.48,1361.47,,100.82,5687.88,,,809.1984,,,1845.04,5783.0,143.1,1560.53,,3803.29,3271.57,56.01,76.59,,,,
2014-04-08,,373.797,416.105108,1011.48616,105.112,182.142,169.093,11547.2,,470.228,6099.55,7085.231,237.87,,,,,,,1210.62,1367.21,,100.59,5710.13,,,810.2576,,,1851.96,5767.92,142.64,1531.49,,3836.43,3328.49,55.97,,,,,
2014-04-09,,377.515,417.486703,1014.831603,105.441,182.822,169.713,11622.02,,476.169,6142.728,7124.067,241.352,,,,,,,1215.08,1379.6,,102.26,5758.48,,,818.1398,,,1872.18,5777.24,143.24,1500.04,,3904.24,3445.91,55.93,75.48,,,,
2014-04-10,,382.729,420.336397,1021.738235,104.582,181.919,168.859,11602.16,,476.777,6072.811,7055.772,236.598,,,,,,,1222.88,1363.54,,100.53,5651.13,,,806.205,,,1833.08,5727.64,142.54,1498.8,,3782.05,3230.19,56.1,75.39,,,,
2014-04-11,,375.768,417.789918,1015.444632,103.288,179.496,166.605,11459.51,,475.276,6008.608,6992.263,233.389,,,,,,,1215.38,1349.91,,99.03,5601.23,,,796.5291,,,1815.69,5661.65,140.57,1478.72,,3737.68,3154.35,56.1,75.4,,,,
2014-04-14,,375.852,416.265318,1011.725725,103.521,180.536,167.505,11470.92,,475.276,6032.313,7017.35,234.01,,,,,,,1210.7,1357.88,,100.46,5641.63,,,784.7213,,,1830.61,5694.01,141.2,1476.98,,3767.82,3205.07,56.1,74.97,,,,
2014-04-15,,368.59,411.517531,999.8981895,102.262,178.87,165.959,11363.2,,472.944,6041.118,7027.054,235.08,,,,,,,1198.11,1361.81,,101.16,5681.67,,,776.9699,,,1842.98,5621.2,139.85,1481.33,,3782.15,3229.42,56.26,76.5,,,,
2014-04-16,,368.682,412.603988,1002.495966,103.921,181.109,168.037,11495.43,,466.652,6108.127,7098.199,236.868,,,,,,,1201.65,1375.19,,102.2,5734.13,,,793.068,,,1862.31,5708.01,141.68,1521.04,,3831.2,3313.13,56.27,76.13,,,,
2014-04-17,,370.385,415.388471,1009.217892,104.456,181.961,168.821,11583.2,,473.106,6126.784,7121.625,237.232,,,,,,,1209.48,1377.87,,100.97,5750.54,,,797.0544,,,1864.85,5739.13,142.4,1521.09,,3832.77,3315.84,56.2,75.91,,,,
2014-04-18,,370.373,416.496379,1011.873956,104.456,181.961,168.821,11583.2,,473.106,6129.666,7123.888,237.278,,,,,,,1212.46,1378.53,,101.01,,,,797.4819,,,,,,1529.94,,,,,,,,,
2014-04-21,,370.36,416.064989,1010.764702,104.456,182.037,168.891,11563.74,,473.937,6136.328,7127.427,238.811,,,,,,,1211.35,1381.48,,101.43,5765.3,,,800.1472,,,1871.89,,,1527.36,,3860.33,3363.29,,,,,,
2014-04-22,,369.191,415.318275,1008.716329,105.929,184.436,171.112,11718.71,,470.404,6172.117,7160.882,242.694,,,,,,,1209.55,1387.34,,101.63,5786.24,,,819.7782,,,1879.55,5818.93,144.4,1515.76,,3891.62,3417.77,56.18,75.96,,,,
2014-04-23,,365.7,413.312674,1003.790225,105.296,183.497,170.24,11683.04,,470.156,6163.326,7157.29,242.235,,,,,,,1204.06,1383.53,,101.4,5783.54,,,818.0265,,,1875.39,5775.81,143.61,1530.5,,3857.24,3357.3,56.22,76.03,,,,
2014-04-24,,366.493,413.610732,1004.457812,105.626,184.17,170.86,11728.59,,470.156,6170.608,7159.367,241.775,,,,,,,1204.54,1386.92,,101.31,5788.58,,,,,,1878.61,5801.76,144.1,1518.89,,3894.11,3421.41,56.17,75.9,,,,
2014-04-25,,361.378,409.053508,993.3464264,104.327,182.839,169.608,11653.7,,470.672,6133.187,7129.354,240.491,,,,,,,1191.35,1379.35,,99.47,5748.93,,,803.4344,,,1863.4,5726.5,143.03,1525.54,,3831.28,3310.97,56.28,76.05,,,,
2014-04-28,,358.49,408.972096,993.1246926,104.662,183.281,170.014,11697.7,,469.751,6140.749,7151.995,242.395,,,,,,,1190.88,1388.31,,100.33,5756.52,,,787.6382,,,1869.43,5760.05,143.32,1513.48,,3844.54,3333.56,56.24,75.96,,,,
2014-04-29,,362.849,411.941329,999.9281642,105.982,185.519,172.081,11853.75,,467.658,6177.04,7195.265,243.769,,,,,,,1199.32,1393.24,,101.15,5782.17,,,784.46,,,1878.33,5839.25,145.05,,,3875.95,3387.99,56.25,76.08,,,,
2014-04-30,,358.996,410.098492,995.2829459,105.735,185.646,172.164,11895.92,,466.929,6198.798,7218.53,244.686,,,,,,,1194.18,1396.58,,102.08,5801.53,,,788.0948,,,1883.95,5826.36,145.1,1515.7,,3884.66,3403.17,56.24,75.93,,0.2526,0.3297,
2014-05-01,,358.987,410.396443,996.0060525,105.733,185.944,172.44,11900.7,,466.929,6208.754,7216.276,245.547,,,,,,,1195.03,1396.63,,102.08,5798.12,,,791.0042,,,1883.68,5826.86,145.36,1541.46,,3898.09,3426.63,,,,,,287.912873809524
2014-05-02,,360.502,413.533628,1003.392262,105.252,185.643,172.12,11895.14,,468.278,6205.276,7208.812,244.16,,,,,,,1204.1,1395.31,,101.8,5792.41,,,798.3752,,,1881.14,5798.12,145.17,1541.83,,3890.8,3413.77,56.44,76.16,,,,
2014-05-05,,358.32,412.578694,1001.005656,104.982,185.342,171.811,11894.99,,467.659,6209.913,7206.988,245.065,,,,,,,1201.8,1397.87,,102.17,5790.84,,,797.2342,,,1884.66,5795.78,144.93,,,3910.81,3448.16,56.43,76.09,,,,
2014-05-06,,358.344,413.800857,1003.933026,104.414,184.845,171.348,11906.55,,468.9,6187.134,7185.523,243.654,,,,,,,1205.09,1391.55,,101.55,5740.65,,,795.8659,,,1867.72,5756.49,144.57,,,3858.3,3355.41,56.46,75.84,,,,
2014-05-07,,353.643,414.039427,1004.49571,104.568,185.073,171.538,11928.13,,463.642,6191.914,7209.948,243.737,,,,,,,1205.43,1392.86,,101.46,5789.95,,,778.8447,,,1878.21,5781.15,144.69,1502.11,,3847.41,3336.43,56.43,75.96,,,,
2014-05-08,,355.747,415.853081,1008.853126,105.843,187.123,173.404,12023.11,,464.178,6203.911,7229.412,243.426,,,,,,,1209.85,1394.48,,101.76,5776.91,,,772.8773,,,1875.63,5868.09,146.3,1512.54,,3843.87,3328.65,56.57,76.37,,,,
2014-05-09,,354.146,415.092536,1006.954818,105.25,186.638,172.948,11892.4,,476.821,6192.667,7207.228,243.767,,,,,,,1207.46,1395.18,,102.01,5778.66,,,775.3915,,,1878.48,5831.09,145.89,1519.71,,3860.46,3357.34,56.54,76.8,,,,
2014-05-12,,360.152,418.767027,1015.805288,106.045,188.091,174.259,11979.21,,487.55,6237.081,7249.304,245.752,,,,,,,1217.32,1407.6,,103.04,5833.99,,,795.3815,,,1896.65,5882.18,147.06,1509.8,,3922.58,3465.15,56.52,76.83,,,,
2014-05-13,,362.168,421.538494,1022.440079,106.227,188.687,174.808,11960.37,,496.409,6249.88,7263.868,246.233,,,,,,,1225.04,1411.1,,103.15,5832.2,,,794.3757,,,1897.45,5891.0,147.48,1536.46,,3923.68,3465.54,56.64,77.16,,,,
2014-05-14,,367.064,425.591898,1032.236085,106.109,188.802,174.891,11970.84,,496.0,6241.758,7257.946,246.743,,,,,,,1235.97,1408.94,,101.96,5801.09,,,798.9577,,,1888.53,5892.02,147.5,1542.72,,3904.47,3431.43,56.77,77.3,,,,
2014-05-15,,368.422,424.320668,1029.10496,104.564,187.355,173.539,11883.07,,502.45,6196.926,7207.296,245.271,,,,,,,1232.45,1399.76,,100.72,5751.87,,,780.9353,,,1870.85,5805.4,146.2,1536.38,,3874.13,3377.97,56.78,77.45,,,,
2014-05-16,,366.965,425.553797,1031.954297,104.636,187.899,174.022,11907.59,,507.329,6203.129,7207.901,246.017,,,,,,,1235.31,1404.84,,101.2,5762.97,,,,,,1877.86,5830.83,146.5,1511.33,,3898.06,3419.66,56.74,77.26,,,,
2014-05-19,,366.598,427.01462,1035.427488,104.719,187.719,173.834,11892.63,,516.722,6212.536,7209.938,246.1,,,,,,,1239.69,1407.11,,101.34,5786.1,,,777.5538,,,1885.08,5833.51,146.4,1499.58,,3928.94,3473.69,56.61,77.2,,,,
